Initials	Item Name	Rarity	Min Ups	Max Ups	Min Base	Max Base	Class	Health	Max Potential	Min Potential	Lowest Health	Highest Health	Unrounded Min Upgrades	Unrounded Max Upgrades	Average Ups	Average Base	Unrounded Min Base	Unrounded Max Base
TC	Dual Infernal Scimitars		3097	3423	93100	102900	War		137130	124070	0	0	3097	3423	3260	98000	93100	102900
TC	Dual Infernal Scimitars		3268	3612	98800	109200	War		145320	131480	0	0	3268	3612	3440	104000	98800	109200
TC	Runic Spellscythe		2755	3045	81700	90300	Mage		120750	109250	0	0	2755	3045	2900	86000	81700	90300
TC	Runic Spellscythe		1976	2184	87400	96600	Mage		118440	107160	0	0	1976	2184	2080	92000	87400	96600
TC	Runic Spellscythe		3097	3423	93100	102900	Mage		137130	124070	0	0	3097	3423	3260	98000	93100	102900
TC	Runic Spellscythe		3268	3612	98800	109200	Mage		145320	131480	0	0	3268	3612	3440	104000	98800	109200
TC	Bloodthrister		3040	3360	90250	99750	War		133350	120650	0	0	3040	3360	3200	95000	90250	99750
TC	Bloodthrister		3211	3549	95950	106050	War		141540	128060	0	0	3211	3549	3380	101000	95950	106050
TC	Bloodthrister		3382	3738	101650	112350	War		149730	135470	0	0	3382	3738	3560	107000	101650	112350
TC	Bloodthrister		3553	3927	107350	118650	War		157920	142880	0	0	3553	3927	3740	113000	107350	118650
TC	Mana Infused Spellblade		3040	3360	90250	99750	Mage		133350	120650	0	0	3040	3360	3200	95000	90250	99750
TC	Mana Infused Spellblade		3211	3549	95950	106050	Mage		141540	128060	0	0	3211	3549	3380	101000	95950	106050
TC	Mana Infused Spellblade		3382	3738	101650	112350	Mage		149730	135470	0	0	3382	3738	3560	107000	101650	112350
TC	Mana Infused Spellblade		3553	3927	107350	118650	Mage		157920	142880	0	0	3553	3927	3740	113000	107350	118650
TC	Salvaged		712	788	3800	4200	DPS Armor	40000	12080	10920	38000	42000	712.5	787.5	750	4000	3800	4200
TC	Salvaged		788	872	4275	4725	DPS Armor	45000	13445	12155	42750	47250	788.5	871.5	830	4500	4275	4725
TC	Salvaged		864	956	4750	5250	DPS Armor	50000	14810	13390	47500	52500	864.5	955.5	910	5000	4750	5250
TC	Salvaged		940	1040	5225	5775	DPS Armor	55000	16175	14625	52250	57750	940.5	1039.5	990	5500	5225	5775
TC	Salvaged Guardian		712	788	68400	75600	Guardian		83480	75520	0	0	712.5	787.5	750	72000	68400	75600
TC	Salvaged Guardian		788	872	74100	81900	Guardian		90620	81980	0	0	788.5	871.5	830	78000	74100	81900
TC	Salvaged Guardian		864	956	79800	88200	Guardian		97760	88440	0	0	864.5	955.5	910	84000	79800	88200
TC	Salvaged Guardian		940	1040	85500	94500	Guardian		104900	94900	0	0	940.5	1039.5	990	90000	85500	94500
TC	Rouge		940	1040	5225	5775	DPS Armor	55000	16175	14625	52250	57750	940.5	1039.5	990	5500	5225	5775
TC	Rouge		1016	1124	5605	6195	DPS Armor	62500	17435	15765	59375	65625	1016.5	1123.5	1070	5900	5605	6195
TC	Rouge		1092	1208	5985	6615	DPS Armor	70000	18695	16905	66500	73500	1092.5	1207.5	1150	6300	5985	6615
TC	Rouge		1168	1292	6365	7035	DPS Armor	77500	19955	18045	73625	81375	1168.5	1291.5	1230	6700	6365	7035
TC	Rouge Guardian		940	1040	85500	94500	Guardian		104900	94900	0	0	940.5	1039.5	990	90000	85500	94500
TC	Rouge Guardian		1016	1124	95000	105000	Guardian		116240	105160	0	0	1016.5	1123.5	1070	100000	95000	105000
TC	Rouge Guardian		1092	1208	104500	115500	Guardian		127580	115420	0	0	1092.5	1207.5	1150	110000	104500	115500
TC	Rouge Guardian		1168	1292	114000	126000	Guardian		138920	125680	0	0	1168.5	1291.5	1230	120000	114000	126000
TC	Overlord's		1092	1208	5985	6615	DPS Armor	77500	18695	16905	73625	81375	1092.5	1207.5	1150	6300	5985	6615
TC	Overlord's		1178	1302	6460	7140	DPS Armor	85000	20160	18240	80750	89250	1178	1302	1240	6800	6460	7140
TC	Overlord's		1073	1187	6935	7665	DPS Armor	92500	19535	17665	87875	97125	1073.5	1186.5	1130	7300	6935	7665
TC	Overlord's		1349	1491	7410	8190	DPS Armor	100000	23100	20900	95000	105000	1349	1491	1420	7800	7410	8190
TC	Overlord's Guardian (Hat)		1092	1208	118750	131250	Guardian		143330	129670	0	0	1092.5	1207.5	1150	125000	118750	131250
TC	Overlord's Guardian (Hat)		1178	1302	133000	147000	Guardian		160020	144780	0	0	1178	1302	1240	140000	133000	147000
TC	Overlord's Guardian (Hat)		1073	1187	147250	162750	Guardian		174620	157980	0	0	1073.5	1186.5	1130	155000	147250	162750
TC	Overlord's Guardian (Hat)		1349	1491	161500	178500	Guardian		193410	174990	0	0	1349	1491	1420	170000	161500	178500
TC	Overlord's Guardian (Chest)		1092	1208	118750	131250	Guardian		143330	129670	0	0	1092.5	1207.5	1150	125000	118750	131250
TC	Overlord's Guardian (Chest)		1178	1302	129200	142800	Guardian		155820	140980	0	0	1178	1302	1240	136000	129200	142800
TC	Overlord's Guardian (Chest)		1073	1187	139650	154350	Guardian		166220	150380	0	0	1073.5	1186.5	1130	147000	139650	154350
TC	Overlord's Guardian (Chest)		1349	1491	150100	165900	Guardian		180810	163590	0	0	1349	1491	1420	158000	150100	165900
TC	Overlord's Rageblade		4180	4620	115900	128100	War Legend		174300	157700	0	0	4180	4620	4400	122000	115900	128100
TC	Overlord's Manablade		4180	4620	115900	128100	Mage Legend		174300	157700	0	0	4180	4620	4400	122000	115900	128100
GH	Cracked Tooth Cleaver		3277	3623	95000	105000	War		141230	127770	0	0	3277.5	3622.5	3450	100000	95000	105000
GH	Cracked Tooth Cleaver		3420	3780	100700	111300	War		149100	134900	0	0	3420	3780	3600	106000	100700	111300
GH	Cracked Tooth Cleaver		3657	4043	106400	117600	War		158030	142970	0	0	3657.5	4042.5	3850	112000	106400	117600
GH	Cracked Tooth Cleaver		3800	4200	112100	123900	War		165900	150100	0	0	3800	4200	4000	118000	112100	123900
GH	Poison Spear		3277	3623	95000	105000	Mage		141230	127770	0	0	3277.5	3622.5	3450	100000	95000	105000
GH	Poison Spear		3420	3780	100700	111300	Mage		149100	134900	0	0	3420	3780	3600	106000	100700	111300
GH	Poison Spear		3657	4043	106400	117600	Mage		158030	142970	0	0	3657.5	4042.5	3850	112000	106400	117600
GH	Poison Spear		3800	4200	112100	123900	Mage		165900	150100	0	0	3800	4200	4000	118000	112100	123900
GH	Dual Serrated Knives		3610	3990	104500	115500	War		155400	140600	0	0	3610	3990	3800	110000	104500	115500
GH	Dual Serrated Knives		3800	4200	110200	121800	War		163800	148200	0	0	3800	4200	4000	116000	110200	121800
GH	Dual Serrated Knives		3990	4410	115900	128100	War		172200	155800	0	0	3990	4410	4200	122000	115900	128100
GH	Dual Serrated Knives		4180	4620	121600	134400	War		180600	163400	0	0	4180	4620	4400	128000	121600	134400
GH	Dual Toxic Daggers		3610	3990	104500	115500	Mage		155400	140600	0	0	3610	3990	3800	110000	104500	115500
GH	Dual Toxic Daggers		3800	4200	110200	121800	Mage		163800	148200	0	0	3800	4200	4000	116000	110200	121800
GH	Dual Toxic Daggers		3990	4410	115900	128100	Mage		172200	155800	0	0	3990	4410	4200	122000	115900	128100
GH	Dual Toxic Daggers		4180	4620	121600	134400	Mage		180600	163400	0	0	4180	4620	4400	128000	121600	134400
GH	Dual Pirate Cutlasses		3895	4305	114000	126000	War		169050	152950	0	0	3895	4305	4100	120000	114000	126000
GH	Dual Pirate Cutlasses		4227	4673	121600	134400	War		181130	163870	0	0	4227.5	4672.5	4450	128000	121600	134400
GH	Dual Pirate Cutlasses		4560	5040	129200	142800	War		193200	174800	0	0	4560	5040	4800	136000	129200	142800
GH	Dual Pirate Cutlasses		4892	5408	136800	151200	War		205280	185720	0	0	4892.5	5407.5	5150	144000	136800	151200
GH	Dual Bladed Mage Daggers		3895	4305	114000	126000	Mage		169050	152950	0	0	3895	4305	4100	120000	114000	126000
GH	Dual Bladed Mage Daggers		4227	4673	121600	134400	Mage		181130	163870	0	0	4227.5	4672.5	4450	128000	121600	134400
GH	Dual Bladed Mage Daggers		4560	5040	129200	142800	Mage		193200	174800	0	0	4560	5040	4800	136000	129200	142800
GH	Dual Bladed Mage Daggers		4892	5408	136800	151200	Mage		205280	185720	0	0	4892.5	5407.5	5150	144000	136800	151200
GH	Captain's Anchor		4465	4935	126350	139650	War		189000	171000	0	0	4465	4935	4700	133000	126350	139650
GH	Captain's Anchor		4940	5460	134900	149100	War		203700	184300	0	0	4940	5460	5200	142000	134900	149100
GH	Captain's Anchor		5320	5880	143450	158550	War		217350	196650	0	0	5320	5880	5600	151000	143450	158550
GH	Captain's Anchor		5890	6510	152000	168000	War		233100	210900	0	0	5890	6510	6200	160000	152000	168000
GH	Dual Ocean Fists		4465	4935	126350	139650	Mage		189000	171000	0	0	4465	4935	4700	133000	126350	139650
GH	Dual Ocean Fists		4940	5460	134900	149100	Mage		203700	184300	0	0	4940	5460	5200	142000	134900	149100
GH	Dual Ocean Fists		5320	5880	143450	158550	Mage		217350	196650	0	0	5320	5880	5600	151000	143450	158550
GH	Dual Ocean Fists		5890	6510	152000	168000	Mage		233100	210900	0	0	5890	6510	6200	160000	152000	168000
GH	Sharktooth Blade		5130	5670	140600	155400	War		212100	191900	0	0	5130	5670	5400	148000	140600	155400
GH	Sharktooth Blade		5557	6143	148200	163800	War		225230	203770	0	0	5557.5	6142.5	5850	156000	148200	163800
GH	Sharktooth Blade		5985	6615	155800	172200	War		238350	215650	0	0	5985	6615	6300	164000	155800	172200
GH	Sharktooth Blade		6412	7088	163400	180600	War		251480	227520	0	0	6412.5	7087.5	6750	172000	163400	180600
GH	Magic Trident		5130	5670	140600	155400	Mage		212100	191900	0	0	5130	5670	5400	148000	140600	155400
GH	Magic Trident		5557	6143	148200	163800	Mage		225230	203770	0	0	5557.5	6142.5	5850	156000	148200	163800
GH	Magic Trident		5985	6615	155800	172200	Mage		238350	215650	0	0	5985	6615	6300	164000	155800	172200
GH	Magic Trident		6412	7088	163400	180600	Mage		251480	227520	0	0	6412.5	7087.5	6750	172000	163400	180600
GH	Seafarer's Lost Blade		5890	6510	153900	170100	War		235200	212800	0	0	5890	6510	6200	162000	153900	170100
GH	Seafarer's Lost Blade		6460	7140	162450	179550	War		250950	227050	0	0	6460	7140	6800	171000	162450	179550
GH	Seafarer's Lost Blade		7030	7770	171000	189000	War		266700	241300	0	0	7030	7770	7400	180000	171000	189000
GH	Seafarer's Lost Blade		7600	8400	179550	198450	War		282450	255550	0	0	7600	8400	8000	189000	179550	198450
GH	Dual Phantom Defenders		5890	6510	153900	170100	Mage		235200	212800	0	0	5890	6510	6200	162000	153900	170100
GH	Dual Phantom Defenders		6460	7140	162450	179550	Mage		250950	227050	0	0	6460	7140	6800	171000	162450	179550
GH	Dual Phantom Defenders		7030	7770	171000	189000	Mage		266700	241300	0	0	7030	7770	7400	180000	171000	189000
GH	Dual Phantom Defenders		7600	8400	179550	198450	Mage		282450	255550	0	0	7600	8400	8000	189000	179550	198450
GH	Dual Phantom Axes		6840	7560	167200	184800	War		260400	235600	0	0	6840	7560	7200	176000	167200	184800
GH	Dual Phantom Axes		7410	8190	175750	194250	War		276150	249850	0	0	7410	8190	7800	185000	175750	194250
GH	Dual Phantom Axes		7980	8820	184300	203700	War		291900	264100	0	0	7980	8820	8400	194000	184300	203700
GH	Dual Phantom Axes		8550	9450	192850	213150	War		307650	278350	0	0	8550	9450	9000	203000	192850	213150
GH	Ocean Dweller's Mageblade		6840	7560	167200	184800	Mage		260400	235600	0	0	6840	7560	7200	176000	167200	184800
GH	Ocean Dweller's Mageblade		7410	8190	175750	194250	Mage		276150	249850	0	0	7410	8190	7800	185000	175750	194250
GH	Ocean Dweller's Mageblade		7980	8820	184300	203700	Mage		291900	264100	0	0	7980	8820	8400	194000	184300	203700
GH	Ocean Dweller's Mageblade		8550	9450	192850	213150	Mage		307650	278350	0	0	8550	9450	9000	203000	192850	213150
GH	Dual Phantom Daggers		7695	8505	180500	199500	War		284550	257450	0	0	7695	8505	8100	190000	180500	199500
GH	Dual Phantom Daggers		8265	9135	189050	208950	War		300300	271700	0	0	8265	9135	8700	199000	189050	208950
GH	Dual Phantom Daggers		8835	9765	197600	218400	War		316050	285950	0	0	8835	9765	9300	208000	197600	218400
GH	Dual Phantom Daggers		9405	10395	206150	227850	War		331800	300200	0	0	9405	10395	9900	217000	206150	227850
GH	Seafarer's Magic Device		7695	8505	180500	199500	Mage		284550	257450	0	0	7695	8505	8100	190000	180500	199500
GH	Seafarer's Magic Device		8265	9135	189050	208950	Mage		300300	271700	0	0	8265	9135	8700	199000	189050	208950
GH	Seafarer's Magic Device		8835	9765	197600	218400	Mage		316050	285950	0	0	8835	9765	9300	208000	197600	218400
GH	Seafarer's Magic Device		9405	10395	206150	227850	Mage		331800	300200	0	0	9405	10395	9900	217000	206150	227850
GH	Raider's		1330	1470	7600	8400	DPS Armor	95000	23100	20900	90250	99750	1330	1470	1400	8000	7600	8400
GH	Raider's		1491	1649	8550	9450	DPS Armor	107000	25940	23460	101650	112350	1491.5	1648.5	1570	9000	8550	9450
GH	Raider's		1653	1827	9500	10500	DPS Armor	119000	28770	26030	113050	124950	1653	1827	1740	10000	9500	10500
GH	Raider's		1814	2006	10450	11550	DPS Armor	131000	31610	28590	124450	137550	1814.5	2005.5	1910	11000	10450	11550
GH	Raider's Guardian		1330	1470	152000	168000	Guardian		182700	165300	0	0	1330	1470	1400	160000	152000	168000
GH	Raider's Guardian		1491	1649	163400	180600	Guardian		197090	178310	0	0	1491.5	1648.5	1570	172000	163400	180600
GH	Raider's Guardian		1653	1827	174800	193200	Guardian		211470	191330	0	0	1653	1827	1740	184000	174800	193200
GH	Raider's Guardian		1814	2006	186200	205800	Guardian		225860	204340	0	0	1814.5	2005.5	1910	196000	186200	205800
GH	Hunter's		1814	2006	10450	11550	DPS Armor	131000	31610	28590	124450	137550	1814.5	2005.5	1910	11000	10450	11550
GH	Hunter's		1966	2174	11400	12600	DPS Armor	149000	34340	31060	141550	156450	1966.5	2173.5	2070	12000	11400	12600
GH	Hunter's		2128	2352	12350	13650	DPS Armor	167000	37170	33630	158650	175350	2128	2352	2240	13000	12350	13650
GH	Hunter's		2280	2520	13300	14700	DPS Armor	185000	39900	36100	175750	194250	2280	2520	2400	14000	13300	14700
GH	Hunter's Guardian		1814	2006	186200	205800	Guardian		225860	204340	0	0	1814.5	2005.5	1910	196000	186200	205800
GH	Hunter's Guardian		1966	2174	206150	227850	Guardian		249590	225810	0	0	1966.5	2173.5	2070	217000	206150	227850
GH	Hunter's Guardian		2128	2352	226100	249900	Guardian		273420	247380	0	0	2128	2352	2240	238000	226100	249900
GH	Hunter's Guardian		2280	2520	246050	271950	Guardian		297150	268850	0	0	2280	2520	2400	259000	246050	271950
GH	Mythical		2280	2520	13300	14700	DPS Armor	185000	39900	36100	175750	194250	2280	2520	2400	14000	13300	14700
GH	Mythical		2403	2657	14250	15750	DPS Armor	203000	42320	38280	192850	213150	2403.5	2656.5	2530	15000	14250	15750
GH	Mythical		2527	2793	15200	16800	DPS Armor	221000	44730	40470	209950	232050	2527	2793	2660	16000	15200	16800
GH	Mythical		2660	2940	16150	17850	DPS Armor	239000	47250	42750	227050	250950	2660	2940	2800	17000	16150	17850
GH	Mythical Guardian		2280	2520	247000	273000	Guardian		298200	269800	0	0	2280	2520	2400	260000	247000	273000
GH	Mythical Guardian		2403	2657	273125	301875	Guardian		328445	297155	0	0	2403.5	2656.5	2530	287500	273125	301875
GH	Mythical Guardian		2527	2793	299250	330750	Guardian		358680	324520	0	0	2527	2793	2660	315000	299250	330750
GH	Mythical Guardian		2660	2940	323000	357000	Guardian		386400	349600	0	0	2660	2940	2800	340000	323000	357000
GH	Kraken Slayer		10450	11550	228000	252000	War Legend		367500	332500	0	0	10450	11550	11000	240000	228000	252000
GH	Sea Serpent Wings		10450	11550	228000	252000	Mage Legend		367500	332500	0	0	10450	11550	11000	240000	228000	252000
SS	Hextech Katana		8265	9135	190000	210000	War		301350	272650	0	0	8265	9135	8700	200000	190000	210000
SS	Hextech Katana		8740	9660	198550	219450	War		316050	285950	0	0	8740	9660	9200	209000	198550	219450
SS	Hextech Katana		9215	10185	207100	228900	War		330750	299250	0	0	9215	10185	9700	218000	207100	228900
SS	Hextech Katana		9690	10710	215650	238350	War		345450	312550	0	0	9690	10710	10200	227000	215650	238350
SS	Plasma Spellblade		8265	9135	190000	210000	Mage		301350	272650	0	0	8265	9135	8700	200000	190000	210000
SS	Plasma Spellblade		8740	9660	198550	219450	Mage		316050	285950	0	0	8740	9660	9200	209000	198550	219450
SS	Plasma Spellblade		9215	10185	207100	228900	Mage		330750	299250	0	0	9215	10185	9700	218000	207100	228900
SS	Plasma Spellblade		9690	10710	215650	238350	Mage		345450	312550	0	0	9690	10710	10200	227000	215650	238350
SS	Dual Fusion Blades		9025	9975	203300	224700	War		324450	293550	0	0	9025	9975	9500	214000	203300	224700
SS	Dual Fusion Blades		9595	10605	212800	235200	War		341250	308750	0	0	9595	10605	10100	224000	212800	235200
SS	Dual Fusion Blades		10165	11235	222300	245700	War		358050	323950	0	0	10165	11235	10700	234000	222300	245700
SS	Dual Fusion Blades		10735	11865	231800	256200	War		374850	339150	0	0	10735	11865	11300	244000	231800	256200
SS	Dual Hextech Spelldaggers		9025	9975	203300	224700	Mage		324450	293550	0	0	9025	9975	9500	214000	203300	224700
SS	Dual Hextech Spelldaggers		9595	10605	212800	235200	Mage		341250	308750	0	0	9595	10605	10100	224000	212800	235200
SS	Dual Hextech Spelldaggers		10165	11235	222300	245700	Mage		358050	323950	0	0	10165	11235	10700	234000	222300	245700
SS	Dual Hextech Spelldaggers		10735	11865	231800	256200	Mage		374850	339150	0	0	10735	11865	11300	244000	231800	256200
SS	Fusion Greatsword		9880	10920	218500	241500	War		350700	317300	0	0	9880	10920	10400	230000	218500	241500
SS	Fusion Greatsword		10450	11550	237500	262500	War		378000	342000	0	0	10450	11550	11000	250000	237500	262500
SS	Fusion Greatsword		11020	12180	256500	283500	War		405300	366700	0	0	11020	12180	11600	270000	256500	283500
SS	Fusion Greatsword		11590	12810	275500	304500	War		432600	391400	0	0	11590	12810	12200	290000	275500	304500
SS	Dual Bioforged Spelldaggers		9880	10920	218500	241500	Mage		350700	317300	0	0	9880	10920	10400	230000	218500	241500
SS	Dual Bioforged Spelldaggers		10450	11550	237500	262500	Mage		378000	342000	0	0	10450	11550	11000	250000	237500	262500
SS	Dual Bioforged Spelldaggers		11020	12180	256500	283500	Mage		405300	366700	0	0	11020	12180	11600	270000	256500	283500
SS	Dual Bioforged Spelldaggers		11590	12810	275500	304500	Mage		432600	391400	0	0	11590	12810	12200	290000	275500	304500
SS	Bioforged Greatsword		10925	12075	247000	273000	War		393750	356250	0	0	10925	12075	11500	260000	247000	273000
SS	Bioforged Greatsword		11875	13125	266000	294000	War		425250	384750	0	0	11875	13125	12500	280000	266000	294000
SS	Bioforged Greatsword		12825	14175	285000	315000	War		456750	413250	0	0	12825	14175	13500	300000	285000	315000
SS	Bioforged Greatsword		13775	15225	304000	336000	War		488250	441750	0	0	13775	15225	14500	320000	304000	336000
SS	Hextech Polearm		10925	12075	247000	273000	Mage		393750	356250	0	0	10925	12075	11500	260000	247000	273000
SS	Hextech Polearm		11875	13125	266000	294000	Mage		425250	384750	0	0	11875	13125	12500	280000	266000	294000
SS	Hextech Polearm		12825	14175	285000	315000	Mage		456750	413250	0	0	12825	14175	13500	300000	285000	315000
SS	Hextech Polearm		13775	15225	304000	336000	Mage		488250	441750	0	0	13775	15225	14500	320000	304000	336000
SS	Hextech Greataxe		12350	13650	275500	304500	War		441000	399000	0	0	12350	13650	13000	290000	275500	304500
SS	Hextech Greataxe		13110	14490	294500	325500	War		470400	425600	0	0	13110	14490	13800	310000	294500	325500
SS	Hextech Greataxe		13870	15330	313500	346500	War		499800	452200	0	0	13870	15330	14600	330000	313500	346500
SS	Hextech Greataxe		14630	16170	332500	367500	War		529200	478800	0	0	14630	16170	15400	350000	332500	367500
SS	Plasma Twin Spellblade		12350	13650	275500	304500	Mage		441000	399000	0	0	12350	13650	13000	290000	275500	304500
SS	Plasma Twin Spellblade		13110	14490	294500	325500	Mage		470400	425600	0	0	13110	14490	13800	310000	294500	325500
SS	Plasma Twin Spellblade		13870	15330	313500	346500	Mage		499800	452200	0	0	13870	15330	14600	330000	313500	346500
SS	Plasma Twin Spellblade		14630	16170	332500	367500	Mage		529200	478800	0	0	14630	16170	15400	350000	332500	367500
SS	Bioforged Reinforced Slicer		13680	15120	304000	336000	War		487200	440800	0	0	13680	15120	14400	320000	304000	336000
SS	Bioforged Reinforced Slicer		14535	16065	323000	357000	War		517650	468350	0	0	14535	16065	15300	340000	323000	357000
SS	Bioforged Reinforced Slicer		15390	17010	342000	378000	War		548100	495900	0	0	15390	17010	16200	360000	342000	378000
SS	Bioforged Reinforced Slicer		16245	17955	361000	399000	War		578550	523450	0	0	16245	17955	17100	380000	361000	399000
SS	Hextech Wired Spellblade		13680	15120	304000	336000	Mage		487200	440800	0	0	13680	15120	14400	320000	304000	336000
SS	Hextech Wired Spellblade		14535	16065	323000	357000	Mage		517650	468350	0	0	14535	16065	15300	340000	323000	357000
SS	Hextech Wired Spellblade		15390	17010	342000	378000	Mage		548100	495900	0	0	15390	17010	16200	360000	342000	378000
SS	Hextech Wired Spellblade		16245	17955	361000	399000	Mage		578550	523450	0	0	16245	17955	17100	380000	361000	399000
SS	Bioforged Greataxe		15960	17640	332500	367500	War		543900	492100	0	0	15960	17640	16800	350000	332500	367500
SS	Bioforged Greataxe		16910	18690	351500	388500	War		575400	520600	0	0	16910	18690	17800	370000	351500	388500
SS	Bioforged Greataxe		17860	19740	370500	409500	War		606900	549100	0	0	17860	19740	18800	390000	370500	409500
SS	Bioforged Greataxe		18810	20790	389500	430500	War		638400	577600	0	0	18810	20790	19800	410000	389500	430500
SS	Plasma Infused Cutlass		15960	17640	332500	367500	Mage		543900	492100	0	0	15960	17640	16800	350000	332500	367500
SS	Plasma Infused Cutlass		16910	18690	351500	388500	Mage		575400	520600	0	0	16910	18690	17800	370000	351500	388500
SS	Plasma Infused Cutlass		17860	19740	370500	409500	Mage		606900	549100	0	0	17860	19740	18800	390000	370500	409500
SS	Plasma Infused Cutlass		18810	20790	389500	430500	Mage		638400	577600	0	0	18810	20790	19800	410000	389500	430500
SS	Mighty Fusion Maul		17480	19320	361000	399000	War		592200	535800	0	0	17480	19320	18400	380000	361000	399000
SS	Mighty Fusion Maul		18430	20370	380000	420000	War		623700	564300	0	0	18430	20370	19400	400000	380000	420000
SS	Mighty Fusion Maul		19380	21420	399000	441000	War		655200	592800	0	0	19380	21420	20400	420000	399000	441000
SS	Mighty Fusion Maul		20330	22470	418000	462000	War		686700	621300	0	0	20330	22470	21400	440000	418000	462000
SS	Mighty Fusion Spellblade		17480	19320	361000	399000	Mage		592200	535800	0	0	17480	19320	18400	380000	361000	399000
SS	Mighty Fusion Spellblade		18430	20370	380000	420000	Mage		623700	564300	0	0	18430	20370	19400	400000	380000	420000
SS	Mighty Fusion Spellblade		19380	21420	399000	441000	Mage		655200	592800	0	0	19380	21420	20400	420000	399000	441000
SS	Mighty Fusion Spellblade		20330	22470	418000	462000	Mage		686700	621300	0	0	20330	22470	21400	440000	418000	462000
SS	Titanium		2850	3150	19000	21000	DPS Armor	240000	52500	47500	228000	252000	2850	3150	3000	20000	19000	21000
SS	Titanium		2968	3282	20900	23100	DPS Armor	265000	55920	50580	251750	278250	2968.75	3281.25	3125	22000	20900	23100
SS	Titanium		3087	3413	22800	25200	DPS Armor	290000	59330	53670	275500	304500	3087.5	3412.5	3250	24000	22800	25200
SS	Titanium		3230	3570	24700	27300	DPS Armor	313000	63000	57000	297350	328650	3230	3570	3400	26000	24700	27300
SS	Titanium Guardian		2850	3150	361000	399000	Guardian		430500	389500	0	0	2850	3150	3000	380000	361000	399000
SS	Titanium Guardian		2968	3282	389500	430500	Guardian		463320	419180	0	0	2968.75	3281.25	3125	410000	389500	430500
SS	Titanium Guardian		3087	3413	418000	462000	Guardian		496130	448870	0	0	3087.5	3412.5	3250	440000	418000	462000
SS	Titanium Guardian		3230	3570	446500	493500	Guardian		529200	478800	0	0	3230	3570	3400	470000	446500	493500
SS	Industrial		3230	3570	24700	27300	DPS Armor	313000	63000	57000	297350	328650	3230	3570	3400	26000	24700	27300
SS	Industrial		3610	3990	26125	28875	DPS Armor	350000	68775	62225	332500	367500	3610	3990	3800	27500	26125	28875
SS	Industrial		3990	4410	27550	30450	DPS Armor	400000	74550	67450	380000	420000	3990	4410	4200	29000	27550	30450
SS	Industrial		4370	4830	28500	31500	DPS Armor	442000	79800	72200	419900	464100	4370	4830	4600	30000	28500	31500
SS	Industrial Guardian		3230	3570	446500	493500	Guardian		529200	478800	0	0	3230	3570	3400	470000	446500	493500
SS	Industrial Guardian		3610	3990	494000	546000	Guardian		585900	530100	0	0	3610	3990	3800	520000	494000	546000
SS	Industrial Guardian		3990	4410	541500	598500	Guardian		642600	581400	0	0	3990	4410	4200	570000	541500	598500
SS	Industrial Guardian		4370	4830	589000	651000	Guardian		699300	632700	0	0	4370	4830	4600	620000	589000	651000
SS	War-Forged		4370	4830	28500	31500	DPS Armor	440000	79800	72200	418000	462000	4370	4830	4600	30000	28500	31500
SS	War-Forged		4465	4935	32300	35700	DPS Armor	480000	85050	76950	456000	504000	4465	4935	4700	34000	32300	35700
SS	War-Forged		4560	5040	36100	39900	DPS Armor	520000	90300	81700	494000	546000	4560	5040	4800	38000	36100	39900
SS	War-Forged		4655	5145	38950	43050	DPS Armor	570000	94500	85500	541500	598500	4655	5145	4900	41000	38950	43050
SS	War-Forged Guardian		4370	4830	589000	651000	Guardian		699300	632700	0	0	4370	4830	4600	620000	589000	651000
SS	War-Forged Guardian		4465	4935	646000	714000	Guardian		763350	690650	0	0	4465	4935	4700	680000	646000	714000
SS	War-Forged Guardian		4560	5040	703000	777000	Guardian		827400	748600	0	0	4560	5040	4800	740000	703000	777000
SS	War-Forged Guardian		4655	5145	769500	850500	Guardian		901950	816050	0	0	4655	5145	4900	810000	769500	850500
SS	Inventor's Greatsword		22800	25200	460750	509250	War Legend		761250	688750	0	0	22800	25200	24000	485000	460750	509250
SS	Inventor's Spellblade		22800	25200	460750	509250	Mage Legend		761250	688750	0	0	22800	25200	24000	485000	460750	509250
OO	Blazing Star		46550	51450	1197000	1323000	War		1837500	1662500	0	0	46550	51450	49000	1260000	1197000	1323000
OO	Blazing Star		47500	52500	1216000	1344000	War		1869000	1691000	0	0	47500	52500	50000	1280000	1216000	1344000
OO	Blazing Star		48450	53550	1282500	1417500	War		1953000	1767000	0	0	48450	53550	51000	1350000	1282500	1417500
OO	Blazing Star		49400	54600	1349000	1491000	War		2037000	1843000	0	0	49400	54600	52000	1420000	1349000	1491000
OO	Electron Spelldagger		46550	51450	1197000	1323000	Mage		1837500	1662500	0	0	46550	51450	49000	1260000	1197000	1323000
OO	Electron Spelldagger		47500	52500	1216000	1344000	Mage		1869000	1691000	0	0	47500	52500	50000	1280000	1216000	1344000
OO	Electron Spelldagger		48450	53550	1282500	1417500	Mage		1953000	1767000	0	0	48450	53550	51000	1350000	1282500	1417500
OO	Electron Spelldagger		49400	54600	1349000	1491000	Mage		2037000	1843000	0	0	49400	54600	52000	1420000	1349000	1491000
OO	Dual Solar Blades		51300	56700	1330000	1470000	War		2037000	1843000	0	0	51300	56700	54000	1400000	1330000	1470000
OO	Dual Solar Blades		52250	57750	1396500	1543500	War		2121000	1919000	0	0	52250	57750	55000	1470000	1396500	1543500
